Title,Address,Price,Description,Contact,Photos,Link,Bedrooms,Bathrooms,Toilets,Parking Spaces
4 bedroom terraced duplex for sale,"Maryland, Lagos",300000000,"Property Description

Newly Built 4 Bedroom Terrace Duplex with Bq

Location: Maryland,Lagos

Prices :
Front Unit Price: ₦280M
Back Unit Price: ₦300M

Features:
- En-suite rooms POP Ceilings
- Spotlights Chandeliers
- Fitted Kitchen Dining Area
- Guest Room Family Lounge
- Balconies BQ Closets
- Water Heaters Water Closets
- Walk-in Closet Self compound

Title: Certificate of Occupancy

Son



Property Details
Property Ref: 3058215	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Terraced Duplex	Bedrooms: 4
Bathrooms: 4",+234 XXXX,4,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/maryland/3058215-newly-built-4-bedroom-terrace-duplex-with-bq,4.0,4.0,,
2 bedroom block of flats for sale,"Hilton Palace, Ojodu, Lagos",130000000,"Property Description

*Just out*

*Beautiful Block of 10 flats and 3 shops for sale at Hilton palace,Ojodu Berger lagos, under ifako local government, Lagos State.*

*4 bedrooms flat up*

It's made up of:
*3 No's of 2 bedroom flat down*
plus
*3 No's of mini flat down*
And
*3 No's of roomself contain down*
And

*Title: Lagos CofO*

*Price #130M*



Property Details
Property Ref: 3058220	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Block of Flats	Bedrooms: 2
Bathrooms: 2	Toilets: 2	Parking Spaces: 10
Total Area: 700 sqm	Covered Area: 700 sqm",0816 XXXX,flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ojodu/3058220-beautiful-blocks-of-10-flats-with-shops,2.0,2.0,2.0,2.0
4 bedroom semi-detached duplex for sale,"Ikeja, Lagos",400000000,"Property Description

Luxurious 4 Maisonette with Bq

Location: Adeniyi jones ,Ikeja

Prices: 4 Bedroom Maisonette Price: ₦400M

Features:
- En-suite rooms POP Ceilings
- Spotlights Chandeliers
- Dining Area Fitted Kitchen
- Family Lounge Balconies
- Guest Room BQ
- Water Heaters Water Closets
- Walk-in Closet Walk-in Showers

Title: Certificate of Occupancy

Son



Property Details
Property Ref: 3058227	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Semi-detached Duplex	Bedrooms: 4
Bathrooms: 4",+234 XXXX,2,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/3058227-luxurious-4-bedrooms-maisonette-with-bq,4.0,4.0,,
3 bedroom semi-detached duplex for sale,"Ikeja, Lagos",260000000,"Property Description

Luxurious 3 Bedrooms with Bq

Location: Adeniyi jones ,Ikeja

Price: 3 Bed + Bq Price: ₦260M

Features:
- En-suite rooms POP Ceilings
- Spotlights Chandeliers
- Dining Area Fitted Kitchen
- Family Lounge Balconies
- Guest Room BQ
- Water Heaters Water Closets
- Walk-in Closet Walk-in Showers

Title: Certificate of Occupancy

Son



Property Details
Property Ref: 3058240	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Semi-detached Duplex	Bedrooms: 3
Bathrooms: 3",+234 XXXX,2,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/3058240-luxurious-3-bedrooms-maisonette-with-bq,3.0,3.0,,
4 bedroom terraced duplex for sale,"Surulere, Lagos",250000000,"Property Description

FOR SALE -- Stylish Living in Surulere

Elegant 4-Bedroom Terrace Duplex with BQ in a Serene Gated Estate

Location: Surulere, Lagos
Price: ₦260,000,000
Title: Global C of O / Deed of Assignment

Where Modern Comfort Meets Timeless Elegance

This newly built 4-bedroom terrace duplex with BQ is set in a secure, tranquil estate in the heart of Surulere. From its sophisticated finishing to its warm ambiance, it's a perfect blend of style and practicality for modern living.

Property Features:
- Newly built in a serene gated estate
- Spacious living and dining area
- All rooms en-suite
- Inbuilt POP sound systems
- Beautiful woodwork & detailed finishing
- Fully fitted kitchen with premium fixtures
- Stunning chandeliers & top-notch light fittings
- Balcony with serene views
- Clean water supply & water heaters
- POP ceilings throughout
- BQ (Boys' Quarters)

️ Why Surulere?
- Central Lagos location with easy Island & Mainland access
- Surrounded by schools, shopping malls, and leisure spots

- Peaceful residential setting in a high-demand area
- Excellent rental and resale value

For Enquiries, Inspection & Purchase:
Call/WhatsApp: +234 906 378 7603
Email: BPropertyNigeria@gmail.com

> Secure your stylish Surulere home today and enjoy the perfect mix of city convenience and estate tranquility.



Property Details
Property Ref: 3058242	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Terraced Duplex	Bedrooms: 4
Bathrooms: 5	Toilets: 5	Parking Spaces: 2",0906 XXXX,13,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/surulere/3058242-newly-built-4-bedroom-terraced-duplex-with-exceptional-features,4.0,5.0,5.0,5.0
5 bedroom house for sale,"Chevron, Lekki, Lagos",730000000,"Property Description

FEATURES:
- Ensuite rooms Aesthetic pop ceilings
- Spot lighting Chandelier Sound system
- Spacious living room Cctv cameras
- Clean water Top quality tiles Pantry
- Island countertop Master's suite
- Walk-in closet Walk-in shower Jacuzzi
- Custom vanity 2 parking spaces
- Gate house Secured estate
- Good access roads Flood free

TITLE: GOVERNORS CONSENT, COFO, SURVEY PLAN..
FOR INQUIREIES AND INSPECTION CALL US ON WHATSAPP; 07066927609, 08052041649



Property Details
Property Ref: 3058243	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: House	Bedrooms: 5
Bathrooms: 5	Toilets: 6	Parking Spaces: 3",0704 XXXX,12,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/3058243-gigantic-5-bedroom-duplex-with-a-bq-and-pool,5.0,5.0,5.0,5.0
2 bedroom block of flats for sale,"20 Ozumba Mbadiwe, Victoria Island (VI), Lagos",355000,"Property Description

The Pacific Lagos.

Luxurious high rise building containing one and two bedroom hotel apartments located on Ozumba Mbadiwe opposite Ecobank offers comfort and high class living. Consists of 15 floors.
It is a twin tower building, one commercial (office spaces) the other residential.
Price : One bedroom ($255k)
Two bedroom ($355k)

Payment plan : 25% initial deposit and spread installments over 18 months.

Amenities include :
- high class restaurant
- ⁠parking on the first 3 floors

- ⁠spa
- ⁠State of the art gymnasium
- ⁠concierge and door man
- ⁠open terraces
- ⁠outdoor bar
- ⁠relaxation area
- ⁠massage room
- ⁠shopping Mart
- ⁠Games room



Property Details
Property Ref: 2943331	Added On: 26 Jun 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Block of Flats	Bedrooms: 2
Bathrooms: 2	Toilets: 2	Parking Spaces: 4
Furnishing: Furnished	Total Area: 2,293 sqm	Covered Area: 129 sqm
Servicing: Serviced",0810 XXXX,flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/victoria-island/2943331-luxury-1-2-bedrooms-available,2.0,2.0,2.0,2.0
3 bedroom block of flats for sale,"Ahmadu Bello Way, New Coastal Road, Victoria Island (VI), Lagos",370000000,"Property Description

The Apartments have 3 ensuite
bedrooms with an attached
ensuite maid's room, a large living
room, kitchen, laundry and
terraces, office space and a courtyard. There are terraces from
the living room and kitchengiving
a view of Lekki and the Atlantic
Ocean and the Mega Eko Atlantic City.
MANAGING THE FACILITY
The blocks shall be fully serviced
with provisions for sewage treatment,
water treatment and central
alternative power supply.
Occupants shall have access to a
swimming pool, gym (as shown in the
furtherslides).
PARKING
Parking for the apartments will be
located on the ground floor of the
apartment blocks and in the
surrounding compound. A total of 21
car parking spaces have been
provided under each apartment block
(63 car parks total) while another 66
car parks have been provided on site.
A total of 124 parking spaces have
been provided giving the apartments
2 parking spaces each with an extra 7
parking spaces for apartments with more than 2 cars



Property Details
Property Ref: 2964177	Added On: 08 Jul 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Block of Flats	Bedrooms: 3
Bathrooms: 3	Toilets: 4	Parking Spaces: 4
Total Area: 5,965 sqm	Covered Area: 3,425 sqm	Servicing: Serviced",0810 XXXX,flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/victoria-island/2964177-luxury-3-bedroom-flats-with-a-water-view,3.0,3.0,3.0,3.0
4 bedroom block of flats for sale,"35 Bourdillon, Ikoyi, Lagos",2500000,"Property Description

Welcome to THE ONE BOURDILLON, a stunning 15-floor architectural masterpiece that defines elegance, exclusivity, and prestige. Nestled in Bourdillon, Ikoyi---Lagos' most coveted address---this ultra-premium development offers spacious twelve 4-bedroom maisonettes with a maid's room and a private study , two 5 bedroom penthouses on three floors, designed for those who demand nothing but the best.

Crafted with world-class Italian design and outfitted with state-of-the-art smart home technology, each residence is a sanctuary of comfort and sophistication. In partnership with Bang & Olufsen, every home comes with the Ferrari Edition sound system, ensuring an immersive and luxurious living experience.


15 floors of pure luxury, offering breathtaking views of Ikoyi and the Lagos skyline
Expansive 4-bedroom maisonettes with maid's quarters, perfect for modern family living
Spacious living areas with floor-to-ceiling windows, ensuring abundant natural light and panoramic views

Custom-designed bathrooms featuring premium European fittings for a spa-like experience

Wet & dry fully fitted luxury kitchen, equipped with top-tier appliances and elegant finishes

Private external terraces for serene outdoor relaxation
State-of-the-Art Facilities
High-speed elevators for seamless access across all 15 floors
Adequate parking with both basement and car-level floor options for convenience
24/7 concierge and advanced security systems, ensuring absolute peace of mind
Smart home automation to control lighting, climate, and security with ease
24/7 power supply for uninterrupted living
Exclusive Lifestyle & Entertainment Amenities
Sophisticated recreational lounge with an elegant café for social gatherings
Private cinema room for an immersive entertainment experience
Fully equipped gym & wellness center with state-of-the-art fitness technology
Resort-style swimming pool for relaxation and leisure
Children's play area designed for fun and safety
For those who desire the pinnacle of luxury, THE ONE BOURDILLON offers expansive Ultra luxurious 5 bedroom ensuite penthouses spanning three floors, featuring:

A private rooftop lounge for entertaining in style and offering panoramic city views.
A personal swimming pool, offering unmatched privacy and indulgence
A dedicated private elevator, ensuring seamless movement across all levels.



Property Details
Property Ref: 2943240	Added On: 26 Jun 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Block of Flats	Bedrooms: 4
Bathrooms: 4	Toilets: 5	Parking Spaces: 5
Furnishing: Furnished	Total Area: 2,109 sqm	Covered Area: 510 sqm
Servicing: Serviced",0810 XXXX,flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikoyi/2943240-luxurious-off-plan-4-bedroom-maisonettes,4.0,4.0,4.0,4.0
4 bedroom terraced duplex for sale,"Ahmadu Bello Way, Naval Dockyard, Victoria Island (VI), Lagos",850000000,"Property Description

The Bellagio Lagos.

The first set of terraces Located on Ahmadu Bello way. Near the naval dockyard, offers luxurious living with privacy, security and proximity to major roads in Lagos.

Price : 850million naira per unit.

Payment plan : 25% initial deposit and spread installments over 12months

Amenities include :

- Private clubhouse
- ⁠rooftop lounge
- ⁠spa
- ⁠bar
- ⁠standard gymnasium
- ⁠Maid rooms



Property Details
Property Ref: 2872946	Added On: 16 May 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Terraced Duplex	Bedrooms: 4
Bathrooms: 5	Toilets: 5	Parking Spaces: 4
Covered Area: 1,244 sqm	Servicing: Serviced",0810 XXXX,7,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/victoria-island/2872946-4-bedroom-terraced-duplex,4.0,5.0,5.0,5.0
Mixed-use land for sale,"19 Bamidele Johnson, Ogudu, Lagos",48000000,"Property Description

OGUDU GATE --- FOR SALE
215sqm land with bungalow in prime Ogudu zone.
Secure. Strategic. Well-positioned.

Location: Ogudu, Lagos
Sale Price: ₦48,000,000 Negotiable)
Size: 215sqm
Ideal for: School, Church, Office, Eco Hub Project, or Long-Term Development

0812 148 6396
akanbiakeem@rocketmail.com

🟥 Powered by Tadese



Property Details
Property Ref: 3026448	Added On: 11 Aug 2025	Last Updated: 11 Aug 2025
Market Status: Available	Type: Mixed-use Land	Total Area: 215 sqm",0812 XXXX,1,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ogudu/3026448-plots-of-mixed-use-land,,,,
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",450000000,"Property Description

CW06735
This brand new furnished 4-bedroom terrace combines modern comfort with elegant design, making it an ideal home for contemporary living. Spread across multiple levels, it features a thoughtfully designed layout that maximizes space and natural light. Each of the four bedrooms is fully en-suite, offering privacy and convenience for all occupants. The interiors are tastefully furnished, with quality furniture, stylish lighting, and a blend of modern and warm finishes that create a welcoming atmosphere. The living and dining areas are spacious, perfect for both everyday family life and entertaining guests, while the fully fitted kitchen comes equipped with sleek cabinetry.Located in a desirable area, the property provides easy access to local amenities, shopping, and transportation.
Features:
4 fully en-suite bedrooms
Spacious living and dining areas
Fully fitted modern kitchen
Quality furnished interiors
Guest toilet
Dedicated parking space
Secure gated environment
Balcony/terrace area

Price:450 Million naira
Location:Lekki phase 1

For more Information, Pricing and Private Viewings Please Contact:
Jennifer:+234 704 808 9361
Lillian: 09062511340
Email: hello@cwlagos.com
Website: www.cwlagos.com

We are Social!
Check out other Fantastic Premium Listings on our Social Media Platforms
IG: @cwrelagos
Twitter: @cwrelagos
Facebook: @cwrealestate



Property Details
Property Ref: 3030500	Added On: 13 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Terraced Duplex	Bedrooms: 4
Bathrooms: 4	Toilets: 5",+234 XXXX,8,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3030500-4-bedroom-terrace-duplex,4.0,4.0,4.0,
Residential land for sale,"Chevron Drive, Lekki Phase 2, Lekki, Lagos",350000000,"Property Description

LAND FOR SALE

Size Over 100 Plots
Each Plot (648sqm)

LocationChevron Drive, Chevron

Title Governor's Consent

Price N350M per PLOT



Property Details
Property Ref: 2612359	Added On: 09 Dec 2024	Last Updated: 27 Aug 2025
Market Status: Available	Type: Residential Land	Total Area: 648 sqm",0813 XXXX,1,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/lekki-phase-2/2612359-648sqm-of-land-over-100-plots-available,,,,
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos",250000000,"Property Description

CW06752
This fully furnished 4-bedroom semi-detached house offers a perfect blend of style, comfort, and convenience. Designed with modern living in mind, the property features spacious, well-lit interiors, tasteful décor, and high-quality furnishings, making it move-in ready for immediate occupancy. Each bedroom is generously sized and en-suite, providing privacy and comfort for all residents. The living and dining areas are elegantly furnished, creating a warm and welcoming atmosphere, while the modern kitchen comes fully equipped. Outdoor areas include a private compound with dedicated parking, and the property's location offers easy access to major roads, shopping centres, schools, and recreational facilities.
Features:
* 24/7 security
* Gated community
* Spacious Living Areas
* 4 bedroom en-suite
* Outdoor Spaces
* High-end finishes
* Walk-in closet
* Fully Fitted Bathroom
* Fully fitted kitchen

Price: 250 million naira
Location: Osapa, Lekki

For more Information, Pricing and Private Viewings Please Contact:
Peter:+234 906 251 1344
Lillian: 09062511340
Email: hello@cwlagos.com
Website: www.cwlagos.com

We are Social!
Check out other Fantastic Premium Listings on our Social Media Platforms
IG: @cwrelagos
Twitter: @cwrelagos
Facebook: @cwrealestate



Property Details
Property Ref: 3032442	Added On: 14 Aug 2025	Last Updated: 14 Aug 2025
Market Status: Available	Type: Semi-detached Duplex	Bedrooms: 4
Bathrooms: 4	Toilets: 5",+234 XXXX,8,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/osapa/3032442-4-bedrooms-semi-detached-duplex,4.0,4.0,4.0,
